,Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,StreamingTV_Yes,StreamingMovies_Yes
9192,0,77,30154.63,149.9378,4480.306619,1,0,0,0,0,0,1,0,0,1
9193,4,54,34134.21,214.9663,5550.321643,1,0,1,1,1,0,1,1,0,1
9194,0,85,61525.98,210.138,6071.79498,0,0,1,0,0,1,1,0,1,1
9195,1,44,83675.85,287.6427,5345.046858,0,0,0,1,1,0,1,1,1,1
9196,0,19,48292.64,139.9979,4957.435146,1,0,1,0,0,1,1,0,0,1
9197,3,70,13233.7,232.624,6002.578168,0,0,1,0,0,0,1,1,1,1
9198,2,65,55820.82,159.9349,5893.622644,1,0,1,1,1,0,1,0,1,0
9199,0,65,62475.24,119.9568,4934.319062,0,1,1,1,0,0,1,0,1,0
9200,0,48,27065.58,207.6094,4443.076355,0,0,0,0,1,0,1,0,1,1
9201,1,82,31023.93,149.9378,4956.677539,1,0,1,1,0,0,1,0,0,1
9202,0,30,57145.52,152.4579,6706.905363,0,0,1,0,0,0,1,0,1,0
9203,1,53,22280.3,225.132,5385.589638,0,0,0,0,0,0,1,0,1,1
9204,4,82,26417.57,159.9349,5662.268037,1,0,0,0,1,0,1,0,1,0
9205,7,18,42841.97,220.1478,5747.654271,1,0,1,0,0,1,1,1,1,1
9206,3,80,22720.66,182.4833,5087.557363,0,0,0,0,1,0,1,1,0,0
9207,4,24,87926.43,172.4733,5284.511287,1,0,0,1,0,1,1,1,1,0
9208,1,53,90748.01,129.9621,5102.051113,1,0,0,0,0,0,1,0,1,0
9209,3,88,41902.08,114.9838,4880.587184,1,0,0,0,0,1,1,0,0,0
9210,0,52,71957.41,162.4526,5612.009142,0,0,0,1,1,0,1,0,1,0
9211,3,75,32340.98,134.9509,4796.464221,0,0,1,0,1,0,1,0,0,0
9212,1,37,11793.4,164.9853,5390.477473,0,0,0,0,0,0,1,1,1,0
9213,3,30,78411.45,129.9621,4984.78563,0,0,0,0,0,0,0,0,1,0
9214,0,60,18612.45,105.011,4301.135534,0,0,1,1,0,1,1,0,0,0
9215,3,81,61042.75,159.9476,5645.623244,0,0,0,0,0,0,1,1,0,1
9216,2,78,33653.9,159.9512,5614.790593,0,0,0,1,1,0,1,0,0,1
9217,1,63,85694.68,162.497,5088.812303,0,0,0,0,0,0,1,1,0,0
9218,1,74,30439.25,129.9621,5524.916473,1,0,0,0,0,0,1,0,1,0
9219,2,52,5663.69,207.4811,6486.342263,1,0,1,1,1,0,1,1,1,0
9220,0,26,30136.17,179.9476,4799.331248,0,0,0,0,1,0,1,1,0,1
9221,4,66,98836.2,220.1323,4203.265113,0,0,0,1,1,0,1,0,1,1
9222,3,74,11369.93,197.6288,6337.777813,0,0,0,0,0,1,1,0,1,1
9223,2,47,35476.64,162.4713,5924.499555,0,0,1,0,1,0,1,0,1,0
9224,1,83,50518.01,132.5127,5659.754528,0,0,0,0,0,1,1,0,1,0
9225,0,50,36068.74,139.9349,5813.907009,1,0,1,0,0,0,1,0,1,0
9226,1,82,87407.6,192.4705,5890.196741,0,0,0,1,1,0,1,1,0,1
9227,1,75,31185.66,167.4847,5736.40115,1,0,1,1,0,0,1,0,1,0
9228,5,54,75034.41,129.9763,5194.999763,0,0,1,0,0,1,1,0,1,0
9229,4,33,13633.24,137.4698,6230.059428,0,0,1,1,0,0,1,1,0,0
9230,1,89,25484.55,149.9598,5600.167567,1,0,1,0,1,0,1,0,0,1
9231,3,49,49708.08,235.1884,4951.211643,0,0,0,1,0,1,1,1,1,1
9232,2,70,29843.26,164.9715,5651.302353,1,0,1,0,0,0,0,1,1,0
9233,1,73,55112.16,184.9939,5397.665839,0,0,1,0,0,1,1,1,0,1
9235,7,47,33241.87,232.624,6578.562564,0,0,0,0,0,0,1,1,1,1
9236,0,24,50542.54,144.9607,4643.404934,1,0,1,0,1,0,1,1,0,0
9237,2,65,31205.95,149.9621,5897.480679,0,0,0,0,1,0,1,0,1,0
9238,5,48,45157.11,242.6143,6175.832114,0,0,0,0,1,0,0,0,1,1
9239,4,63,32525.69,275.1336,6277.545967,1,0,1,0,1,0,1,1,1,1
9240,7,25,48299.76,202.4433,6339.601147,0,0,0,0,1,0,1,1,0,1
9241,3,37,7312.21,127.4887,5422.646982,1,0,0,1,0,1,1,0,0,1
9242,0,49,63536.48,137.4836,5318.331264,0,0,0,0,0,0,1,1,0,0
9243,2,88,72518.47,175.1331,4696.683851,0,0,1,1,0,1,1,0,1,1
9244,3,42,15550.44,129.995,6180.701125,0,0,0,0,0,1,1,0,1,0
9245,5,32,41512.12,179.9656,6153.937297,0,0,1,0,1,0,0,1,0,0
9246,0,35,16490.9,197.4702,5180.245459,0,0,0,1,0,0,1,1,0,1
9247,6,64,19398.68,147.4713,4610.018066,1,0,1,1,0,1,1,1,0,1
9248,0,26,13391.68,275.1336,6246.940881,1,0,1,1,1,0,1,1,1,1
9249,5,67,80593.06,117.5152,5970.386278,1,0,0,0,0,1,1,0,0,0
9251,0,63,14944.48,169.9378,5341.756379,0,0,0,0,1,0,1,0,0,1
9252,0,20,50416.27,147.4893,5518.35161,1,0,1,1,0,1,1,1,0,0
9253,0,20,20825.08,220.1149,6004.311688,0,1,0,1,0,0,1,1,1,1
9254,6,21,49241.33,172.4705,6484.077095,1,0,1,0,0,0,1,1,0,1
9255,3,75,18517.07,149.9378,6417.345247,0,0,0,0,0,0,1,0,0,1
9256,0,45,35183.0,217.4725,5099.333841,1,0,0,0,1,0,1,1,1,0
9257,4,84,53087.64,140.0013,5747.925597,0,0,0,0,0,0,1,1,0,0
9258,0,53,18544.26,187.4974,6069.26126,1,0,1,0,0,0,1,1,0,1
9259,0,81,16886.52,214.9525,5514.722604,0,0,0,1,1,0,1,1,0,1
9260,1,47,95706.49,142.4827,5169.811527,1,0,0,0,0,0,1,0,0,1
9261,0,77,34842.53,204.9496,5089.309759,1,0,0,1,1,0,1,1,1,0
9262,3,82,23936.18,162.447,5557.902015,1,0,1,1,0,0,1,0,0,1
9263,3,42,9922.11,159.9349,5547.914544,1,0,1,1,1,0,1,0,1,0
9264,1,69,40374.09,149.9598,4458.339586,1,0,0,0,1,0,1,0,0,1
9265,2,47,73916.66,204.9634,5756.010952,0,0,0,0,1,0,1,1,1,0
9266,5,24,9397.93,139.983,4678.84382,1,0,1,1,0,0,1,0,0,0
9267,0,50,45417.79,179.9476,4986.700367,0,0,0,0,1,0,1,1,0,1
9268,2,60,12534.97,197.4876,5932.680423,0,0,0,0,1,0,0,0,0,1
9269,3,46,48719.4,222.6654,6433.080677,0,0,0,0,0,1,1,1,1,1
9270,0,80,20539.22,220.1323,4657.315652,1,0,0,1,1,0,1,0,1,1
9271,1,74,47565.54,147.4564,6074.125643,0,0,1,0,0,0,1,1,0,0
9272,1,22,12778.82,207.4673,5407.07316,1,0,0,0,1,0,1,1,1,0
9273,0,51,17235.21,169.9741,5432.427022,1,0,0,0,1,0,1,1,0,0
9274,0,57,50946.72,247.6647,5418.636172,0,0,0,0,0,0,1,1,1,1
9275,0,39,84293.71,255.1665,6305.471651,0,0,0,0,0,1,0,1,1,1
9276,2,76,51864.36,207.6094,5005.866114,0,0,1,1,1,0,1,0,1,1
9277,1,27,22112.77,137.5165,4787.756156,1,0,0,0,0,1,1,1,0,0
9278,2,61,82071.68,162.5005,5101.277891,0,0,1,0,0,1,1,1,1,0
9279,0,24,26287.15,252.6378,5978.652711,1,0,1,0,1,0,1,1,1,1
9280,3,49,92969.94,117.472,5147.718209,1,0,0,1,0,1,1,0,1,0
9281,1,57,58610.33,147.4421,5712.51151,1,0,1,0,1,0,1,0,0,1
9282,0,46,37065.62,172.4404,6645.186507,1,0,0,0,0,0,1,1,1,0
9283,1,68,14441.87,220.1615,5147.808018,0,1,0,1,0,1,1,1,1,1
9284,4,44,28619.23,127.4958,5163.3129,0,0,1,0,1,0,1,0,0,0
9285,2,38,84731.3,147.4564,6324.792407,0,1,1,1,0,0,1,1,0,0
9286,3,23,68281.26,162.5007,5426.315112,1,0,0,1,1,0,1,0,0,0
9287,1,25,15959.11,162.447,4763.445879,0,1,1,1,0,0,1,0,0,1
9288,3,48,14980.76,187.6094,5833.458374,1,0,0,0,0,0,1,0,1,1
9289,0,40,17597.41,147.4713,4767.934082,0,0,1,1,0,1,1,1,0,1
9290,4,59,19607.16,197.6288,4927.749239,1,0,0,1,0,1,1,0,1,1
9291,3,21,20977.35,179.9476,6074.8746,1,0,1,1,1,0,1,1,0,1
9292,4,47,57304.51,144.9607,5837.262258,0,0,1,1,1,0,1,1,0,0
9293,0,51,81195.17,174.991,6192.63762,1,0,0,1,0,1,1,1,1,0
9294,6,51,19119.85,220.1323,6055.261009,0,0,1,0,1,0,1,0,1,1
9296,1,35,58175.44,174.9618,5807.811165,1,0,1,1,1,0,1,0,1,0
9297,1,36,47553.76,115.0021,3789.797735,0,0,1,0,0,1,1,1,0,0
9298,3,77,24188.94,132.4798,6093.659885,1,0,1,1,0,0,1,0,1,0
9299,0,82,14510.63,200.1323,4761.06852,0,0,1,0,0,0,1,0,1,1
9300,2,51,74771.86,124.9643,5834.963129,0,0,0,1,1,0,1,0,0,0
9301,8,42,28725.65,277.6513,6705.630348,0,0,0,0,1,0,1,1,1,1
9302,4,31,36315.32,172.4742,5801.206123,1,0,1,0,1,0,1,0,0,1
9303,0,45,17236.85,245.1457,5887.870657,1,0,1,1,1,0,1,0,1,1
9304,2,54,32410.95,220.1323,5532.984193,0,0,1,0,1,0,1,0,1,1
9305,2,79,21406.95,194.9525,6564.863417,0,0,0,1,0,0,1,1,0,1
9306,3,19,25515.76,162.447,6534.389245,0,0,1,0,0,0,1,0,0,1
9307,0,31,17152.68,200.1323,6330.802447,1,0,1,0,0,0,1,0,1,1
9308,1,24,20693.63,202.4433,6071.169112,1,0,0,1,1,0,1,1,0,1
9309,1,67,23011.03,184.9634,6411.520424,1,0,1,0,0,0,0,1,1,0
9310,2,43,25276.46,137.4686,5168.726317,1,0,0,1,1,0,0,0,0,0
9311,1,89,34596.24,117.4858,5649.428932,0,0,1,0,0,1,0,0,1,0
9312,4,37,43211.84,204.9797,4549.43734,1,0,0,0,1,0,1,1,0,1
9313,6,69,63433.58,144.9607,5719.69414,1,0,1,1,1,0,1,1,0,0
9314,1,46,1050.46,212.6228,6090.318161,1,0,0,0,0,0,1,0,1,1
9315,5,30,3048.28,147.4421,5305.771174,1,0,1,1,1,0,1,0,0,1
9316,0,72,41036.59,149.9378,6081.603462,0,0,0,0,0,0,1,0,0,1
9317,1,73,14652.88,222.65,6355.992915,1,0,1,0,1,0,1,0,1,1
9318,3,75,13363.47,152.4555,6338.594614,1,0,0,1,0,0,1,0,0,1
9319,0,74,62602.89,219.9902,5661.364423,1,0,0,0,1,0,1,1,1,0
9320,3,42,65893.07,220.1185,4750.441086,0,1,1,0,1,0,1,0,1,1
9321,1,85,19429.91,114.9509,6075.221267,1,0,1,0,0,0,0,0,0,0
9322,1,41,13957.71,257.6549,6282.975764,0,0,1,0,1,0,1,0,1,1
9323,0,37,4242.16,132.466,6613.783896,1,0,1,0,0,0,1,0,1,0
9324,1,75,26248.17,157.4698,5757.088887,0,0,0,0,1,0,1,1,0,0
9325,1,23,35021.69,124.9781,5690.433807,0,0,0,1,1,0,1,0,0,0
9326,1,60,43230.88,152.466,4337.149997,1,0,0,0,1,0,1,0,1,0
9327,0,41,10297.22,147.4421,5432.940887,0,0,0,0,1,0,1,0,0,1
9328,0,25,43716.35,142.4713,6068.222536,1,0,1,0,0,0,1,0,1,0
9329,4,34,43342.37,172.4733,4249.716645,1,0,0,1,0,1,1,1,1,0
9330,0,76,7828.87,124.9607,5950.933762,1,0,0,0,0,0,1,1,0,0
9331,10,18,40174.74,240.1149,5394.514435,1,0,0,0,1,0,1,1,1,1
9332,0,84,29511.28,159.9794,5055.502095,1,0,1,0,0,0,1,1,0,0
9333,3,46,82056.21,174.9919,3569.479648,1,0,1,0,1,0,0,0,0,1
9334,0,25,27474.27,129.9621,6529.773925,1,0,1,0,0,0,1,0,1,0
9335,0,43,20037.47,169.9447,4975.669515,0,0,1,0,1,0,0,1,1,0
9336,0,75,52626.1,152.466,5839.250864,0,0,1,0,1,0,0,0,1,0
9338,4,41,27817.76,159.9476,6335.387515,1,0,0,0,0,0,1,1,0,1
9339,0,19,23288.63,137.4698,4974.114415,0,0,1,0,0,0,1,1,0,0
9340,1,62,76573.56,174.9768,5360.346274,0,0,0,0,0,0,1,1,1,0
9341,3,31,13085.77,245.1283,6196.784339,1,0,1,0,0,0,1,1,1,1
9342,3,82,10480.49,147.5031,5081.314229,0,0,1,0,0,1,1,1,0,0
9343,4,35,51630.69,232.6415,6535.516989,1,0,0,0,1,0,1,0,1,1
9344,0,88,46016.66,190.1737,6391.040605,1,0,0,0,0,1,1,0,1,1
9345,0,69,4436.83,245.175,5214.288823,0,0,1,1,0,1,1,1,1,1
9347,4,44,24200.77,169.9447,5815.077393,1,0,1,1,1,0,1,1,1,0
9348,4,63,21430.63,127.4958,5901.736855,0,0,1,0,1,0,1,0,0,0
9350,0,73,24740.68,165.0182,3891.731564,1,0,1,0,0,1,1,1,1,0
9351,2,42,12110.3,129.9598,6374.14986,0,0,1,1,0,0,1,0,0,1
9352,2,71,53535.21,275.1336,6499.362155,0,0,0,0,1,0,1,1,1,1
9353,3,40,15836.26,174.9755,4642.465727,0,0,0,1,1,0,0,0,1,0
9354,1,78,29515.26,149.9741,5509.232295,0,0,0,0,0,0,1,1,0,0
9355,1,29,33081.89,129.9915,6235.066316,0,0,1,0,0,0,1,0,0,0
9356,2,78,3899.68,159.9942,5452.509295,1,0,1,0,0,1,1,1,0,1
9357,0,74,17181.9,159.9642,5465.291356,0,0,0,0,0,1,1,1,1,0
9358,0,67,15029.89,124.9607,5222.447526,0,0,1,0,0,0,1,1,0,0
9359,1,34,9044.12,149.9707,4663.249156,1,0,0,1,0,1,1,0,0,1
9360,0,79,56311.65,179.9476,5714.242038,1,0,0,0,1,0,1,1,0,1
9361,2,77,36779.58,139.9349,6483.348101,0,0,1,1,0,0,1,0,1,0
9362,1,68,68398.85,137.4392,5874.0733,0,1,1,1,1,0,1,0,1,0
9363,2,80,65502.64,159.9642,5739.667361,0,0,0,1,0,1,1,1,1,0
9364,3,88,5070.36,204.9797,4373.931443,1,0,1,0,1,0,1,1,0,1
9365,0,54,40554.25,179.9656,5653.877056,0,0,1,0,1,0,0,1,0,0
9367,5,77,74732.97,225.1457,6078.532596,1,0,1,0,0,0,1,0,1,1
9368,4,27,10046.34,245.1612,4016.522653,0,0,0,0,0,1,1,1,1,1
9369,2,76,52888.07,92.5018,5953.601251,0,0,1,1,0,1,1,0,0,0
9370,1,23,36379.65,139.9861,4708.151617,0,0,0,0,0,1,1,1,1,0
9371,3,69,34943.9,137.4698,6271.997377,1,0,1,0,0,0,1,1,0,0
9372,2,80,15954.73,92.45514,4309.391711,1,0,1,0,0,0,1,0,0,0
9373,3,57,32456.55,184.967,3495.239613,0,0,1,1,1,0,1,0,1,0
9374,10,55,8936.79,162.497,6211.784273,0,0,1,1,0,0,1,1,0,0
9375,0,57,42113.2,172.4567,5180.761441,0,0,1,0,0,0,1,1,0,1
9376,0,53,18143.7,232.652,6595.253777,1,0,0,0,0,1,1,1,1,1
9377,1,77,13043.09,104.9923,3692.139265,1,0,1,1,0,1,0,0,0,0
9378,1,73,36812.71,149.9776,5425.114173,1,0,0,0,0,1,1,1,1,0
9379,2,50,72830.82,245.1283,4420.771386,1,0,0,1,0,0,1,1,1,1
9380,6,84,37630.22,140.0049,4852.53915,0,0,0,0,1,0,1,0,0,0
9381,0,44,56378.17,200.1185,5512.145017,0,0,0,0,0,0,1,0,1,1
9382,3,65,34515.24,147.4713,5640.561409,0,0,0,1,0,1,1,1,0,1
9383,0,33,35212.48,114.9509,5869.378889,0,0,1,0,0,0,1,0,0,0
9384,2,50,28212.68,117.472,3270.009915,0,0,1,0,0,1,0,0,1,0
9385,8,48,37111.95,182.447,5833.372426,0,0,1,1,1,0,1,0,0,1
9386,4,69,16125.03,127.4601,4688.00861,0,0,0,0,0,0,1,0,0,0
9387,4,78,37261.09,217.484,5689.315894,0,0,0,0,1,0,1,1,0,1
9388,0,63,50927.0,267.6427,5645.707551,0,0,0,1,0,0,1,1,1,1
9389,0,22,80295.4,152.4624,5583.623978,1,0,0,0,0,0,1,1,1,0
9390,4,42,45373.95,162.4538,6753.968051,1,0,0,1,0,0,1,1,1,0
9391,4,27,33599.19,187.4847,6263.757352,1,0,0,0,1,0,1,0,1,0
9392,1,41,34754.46,255.1417,6140.647609,0,0,1,0,1,0,0,1,1,1
9393,4,68,62554.29,235.1372,5313.315024,1,0,1,0,0,0,1,0,1,1
9394,2,51,3710.56,172.4555,5804.098375,1,0,0,1,1,0,1,0,0,1
9395,0,59,46489.09,197.4876,5570.11497,0,0,1,1,1,0,1,0,0,1
9396,0,68,54955.31,117.4686,6025.459819,0,0,0,1,0,0,1,0,0,0
9397,3,23,10626.38,172.4705,4977.596828,0,1,1,0,0,0,1,1,0,1
9398,0,81,93425.87,162.447,5630.968528,0,0,1,0,0,0,1,0,0,1
9399,6,43,20823.33,275.1336,6055.20888,1,0,0,0,1,0,1,1,1,1
9400,2,24,73912.54,169.9447,5430.887513,0,0,0,0,1,0,0,1,1,0
9401,0,42,25678.29,134.9801,3561.612414,0,0,1,1,0,1,1,1,0,0
9402,8,39,38326.22,222.6362,6687.67953,1,0,0,0,1,0,1,0,1,1
9403,0,82,53715.35,207.6094,5441.578168,1,0,0,0,1,0,1,0,1,1
9404,1,79,45967.1,275.1336,5694.030993,0,0,0,0,1,0,1,1,1,1
9405,0,46,94903.52,179.9476,5087.470766,1,0,1,0,1,0,1,1,0,1
9406,2,58,22292.48,137.4616,5245.350989,0,0,0,1,0,1,1,0,0,1
9407,3,55,54271.05,214.9663,5588.162385,0,0,0,0,1,0,1,1,0,1
9408,3,79,61079.4,245.1457,6419.956581,0,0,0,1,1,0,1,0,1,1
9409,4,23,28614.43,159.983,3830.124693,0,0,1,0,1,0,1,0,0,0
9410,1,48,22316.64,222.6326,6832.868436,1,0,0,0,0,0,1,1,1,1
9411,0,89,22524.43,210.138,5931.491211,1,0,1,0,0,1,1,0,1,1
9412,3,41,49987.27,235.1417,5205.119963,1,0,0,1,0,0,1,1,1,1
9413,0,84,2635.94,204.9496,4395.076801,0,0,1,1,1,0,1,1,1,0
9414,5,72,30346.88,102.4746,4859.940299,1,0,0,0,0,1,1,0,0,0
9416,0,68,14339.8,179.9476,5978.10151,0,0,1,1,1,0,1,1,0,1
9417,2,67,22506.18,152.4579,5547.79964,1,0,1,0,0,0,1,0,1,0
9418,1,70,10514.57,220.1185,5069.704766,1,0,1,1,1,0,1,0,1,1
9419,3,88,16658.68,157.4698,3968.64853,1,0,1,1,1,0,1,1,0,0
9420,1,81,22319.36,172.5104,4996.932332,1,0,0,0,1,0,1,1,0,0
9421,1,43,44276.29,164.967,5586.884248,1,0,1,0,0,0,0,0,1,0
9422,3,52,75686.61,142.4689,6584.194557,0,0,1,0,0,0,1,0,0,1
9423,2,66,32080.56,175.1331,4554.912177,1,0,0,1,0,1,1,0,1,1
9424,1,73,36658.04,242.6573,5746.521769,0,0,0,0,0,1,0,1,1,1
9425,1,65,85566.49,142.4827,5562.080707,0,0,1,0,0,0,1,0,0,1
9426,3,61,37363.3,140.0049,6107.912748,0,1,0,0,1,0,1,0,0,0
9427,3,84,53439.45,104.9923,3784.619457,1,0,1,0,0,1,1,0,0,0
9428,2,42,77398.45,152.5022,5324.687949,0,0,1,1,0,1,1,0,0,1
9431,0,20,40700.25,152.4798,6161.795039,0,0,1,0,1,0,1,0,1,0
9432,0,84,36517.36,119.9568,3961.965984,1,0,1,1,0,0,1,0,1,0
9433,1,32,64864.98,119.9897,4641.841664,1,0,0,0,0,1,1,0,1,0
9434,3,57,20639.23,117.472,4740.544814,0,0,0,0,0,1,1,0,1,0
9435,2,30,39223.71,192.4404,5852.299578,1,0,1,0,1,0,1,1,1,0
9436,3,32,66665.33,194.9663,6625.807498,1,0,0,1,0,0,1,1,0,1
9437,2,81,18531.6,184.9647,3717.758451,0,0,0,0,1,0,0,0,0,1
9438,1,19,36206.69,124.9781,5661.862374,0,0,1,1,1,0,1,0,0,0
9439,2,30,13422.08,149.9378,5350.055146,1,0,1,1,0,0,1,0,0,1
9440,1,21,17612.86,194.9663,5638.438682,0,0,1,0,0,0,1,1,0,1
9441,0,49,73198.38,265.1283,4224.921196,1,0,1,0,1,0,0,1,1,1
9442,1,60,25429.84,162.5119,5341.089808,0,0,0,0,0,1,1,1,0,1
9443,1,32,42197.7,175.0062,4129.863047,1,0,1,0,0,0,1,1,0,0
9444,2,84,58578.06,207.6094,4728.350252,0,0,0,1,1,0,1,0,1,1
9446,0,20,47168.82,192.4705,6280.352244,1,0,0,0,1,0,1,1,0,1
9447,2,35,22751.38,255.1417,6572.01585,0,0,1,0,1,0,1,1,1,1
9448,1,40,74781.03,127.482,6053.109934,1,0,1,0,1,0,1,0,0,0
9449,0,62,78317.27,137.5165,5572.501755,0,0,1,0,0,1,1,1,0,0
9450,4,21,32855.71,187.6422,5829.765326,0,0,0,0,0,1,1,0,1,1
9451,0,78,18050.48,137.4392,5473.614497,1,0,1,1,1,0,1,0,1,0
9452,1,22,73017.82,114.9976,5574.461345,1,0,1,1,0,1,1,0,0,0
9454,3,24,88325.38,204.961,6436.529978,0,0,1,1,1,0,1,1,0,1
9455,4,52,49513.67,149.9447,4958.675342,1,0,1,0,0,0,1,1,1,0
9456,5,49,54592.6,252.6378,5468.30764,0,0,0,0,1,0,1,1,1,1
9457,2,61,78187.08,222.6281,4847.023011,1,0,1,1,0,0,1,0,1,1
9458,1,49,3780.35,152.509,6081.602554,0,0,0,0,0,1,1,1,1,0
9459,3,67,29281.6,194.9882,4908.377893,0,0,1,0,1,0,1,1,0,1
9460,2,24,14692.76,160.0013,5198.878568,0,0,0,0,1,0,1,1,0,0
9461,0,48,13948.3,134.9801,4941.36404,1,0,0,0,0,1,1,1,0,0
9462,2,74,35172.82,245.175,4969.876754,0,1,0,0,0,1,1,1,1,1
9463,4,36,97997.05,112.4551,4899.165964,1,0,1,1,1,0,0,0,0,0
9464,4,56,51931.3,232.624,5067.734125,1,0,0,0,0,0,1,1,1,1
9465,1,70,52999.25,184.9715,6048.496879,1,0,1,1,1,0,1,1,1,0
9466,0,37,38197.58,164.9715,6006.148703,0,0,1,1,0,0,1,1,1,0
9467,0,33,15208.9,184.9853,5104.605923,1,0,1,1,1,0,1,1,1,0
9468,0,66,3789.83,164.9785,6294.844782,0,0,0,0,0,0,1,0,0,1
9469,1,65,39445.92,265.147,5128.476246,1,0,0,0,1,0,1,1,1,1
9470,4,21,10719.01,104.9923,4824.822478,0,0,1,0,0,1,1,0,0,0
9471,1,39,74220.0,242.6281,4764.450406,0,0,1,0,1,0,1,0,1,1
9472,2,52,16465.53,129.9483,5958.960225,1,0,1,0,0,0,1,0,1,0
9473,7,82,76807.33,204.961,4810.093397,1,0,1,0,1,0,1,1,0,1
9474,4,72,36886.47,275.1198,5053.249434,0,0,0,0,1,0,1,1,1,1
9475,1,76,55843.59,129.9483,5161.60863,0,0,0,0,0,0,1,0,1,0
9476,2,55,16545.07,210.1051,4943.554958,1,0,1,1,0,0,1,0,1,1
9477,0,28,78087.75,104.9923,6055.61999,0,1,1,0,0,1,1,0,0,0
9478,1,34,47077.88,257.6375,6284.948965,1,0,1,0,0,0,1,1,1,1
9479,0,74,20882.6,119.9897,5116.646122,0,0,1,0,0,1,1,0,1,0
9480,0,81,29711.23,149.9483,5163.277727,1,0,1,0,1,0,1,0,1,0
9481,0,61,44457.68,127.4601,6000.414945,1,0,0,1,0,0,1,0,0,0
9482,9,39,36072.22,222.6609,6471.718103,1,0,1,1,0,1,1,0,1,1
9483,0,18,18703.92,232.652,6745.439598,1,0,1,1,0,1,0,1,1,1
9484,4,78,13872.89,220.1323,6119.939852,0,0,0,0,1,0,1,0,1,1
9485,3,51,75454.23,182.4608,5745.359728,0,0,0,0,1,0,1,0,0,1
9486,2,22,57901.36,184.9496,6572.634947,1,0,0,0,0,0,1,1,1,0
9487,0,72,82584.2,169.9447,5882.516568,1,0,0,0,1,0,1,1,1,0
9488,1,83,58733.26,182.4433,6390.767295,1,0,0,1,0,0,0,1,0,1
9489,2,70,17906.48,212.6557,5445.472792,0,0,1,1,0,1,1,0,1,1
9490,1,80,28492.27,114.9509,5233.838265,0,0,0,0,0,0,1,0,0,0
9491,3,69,15885.02,235.1555,5921.839604,1,0,1,0,0,0,0,1,1,1
9492,3,34,34642.75,212.6228,4730.05387,1,0,1,1,0,0,1,0,1,1
9493,1,38,25125.45,235.1417,5583.899513,0,0,0,0,0,0,1,1,1,1
9494,0,72,42723.32,147.4738,4752.863118,1,0,1,0,1,0,1,0,0,0
9495,8,45,13399.38,117.4835,6378.988565,0,0,1,0,0,1,1,0,0,1
9496,3,83,45244.55,192.4404,5857.937007,1,0,0,0,1,0,1,1,1,0
9497,0,88,20845.55,167.4564,3643.379954,1,0,1,0,1,0,1,1,0,0
9498,0,30,74742.53,194.9581,5071.720337,0,0,1,0,1,0,1,1,1,0
9499,4,36,5951.1,217.4702,5444.825706,0,1,1,1,1,0,1,1,0,1
9500,0,67,46323.88,169.9447,4422.020076,0,0,1,0,1,0,1,1,1,0
9501,0,37,72185.15,172.4441,6101.79747,0,0,1,0,1,0,0,0,1,0
9502,0,67,37460.94,204.9634,5749.199161,0,0,1,1,1,0,1,1,1,0
9503,2,32,10570.54,255.1372,6406.812827,0,0,0,0,1,0,1,0,1,1
9504,0,40,50455.61,142.4526,5893.413959,0,0,0,1,0,0,1,0,1,0
9505,3,84,22688.87,129.9926,5640.220209,1,0,1,0,0,1,1,0,0,1
9506,2,66,97499.39,125.0073,4535.472251,0,0,0,1,0,1,1,1,0,0
9507,0,79,56271.7,139.9568,5539.851767,1,0,0,0,1,0,1,0,1,0
9508,1,85,58485.86,204.9634,4364.211589,1,0,0,0,1,0,1,1,1,0
9509,4,36,31975.58,212.6415,5702.76012,0,0,1,0,0,0,1,0,1,1
9510,1,44,20943.07,142.5007,5084.625994,0,0,0,0,0,0,1,0,0,0
9511,1,30,52859.9,169.9447,5573.580119,1,0,1,0,1,0,1,1,1,0
9512,2,27,9373.48,127.4738,5910.676012,1,0,1,0,0,0,1,0,0,0
9513,3,68,41508.2,169.9378,5953.612372,1,0,1,0,1,0,1,0,0,1
9514,2,62,27419.68,187.6422,4479.265023,1,0,0,0,0,1,1,0,1,1
9515,0,38,13133.52,104.9629,5084.758938,1,0,0,0,0,1,1,0,1,0
9516,2,31,11730.68,184.967,5758.699624,0,0,0,1,1,0,0,0,1,0
9517,1,38,30926.53,169.9741,4305.698234,1,0,0,0,1,0,1,1,0,0
9518,0,54,26701.99,230.1051,5031.554237,0,0,1,0,1,0,1,0,1,1
9519,4,84,45301.1,182.49,5998.639237,1,0,1,0,0,1,1,1,0,1
9520,2,67,64695.35,162.4713,5507.943409,0,0,0,1,1,0,1,0,1,0
9521,1,52,18846.68,147.4783,5730.642149,1,0,0,0,1,0,1,1,0,0
9522,4,74,29495.88,159.983,6059.960875,0,0,0,0,1,0,1,0,0,0
9523,0,71,20168.84,275.1198,5498.125633,0,0,1,1,1,0,1,1,1,1
9524,9,76,13088.68,202.6362,6099.843568,1,0,1,0,0,0,1,0,1,1
9525,5,55,24408.14,242.6281,6361.936513,1,0,0,1,1,0,1,0,1,1
9526,0,27,5062.75,149.9915,5447.398068,1,0,1,0,1,0,1,0,0,0
