,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_Fiber Optic,InternetService_None,Tablet_Yes,Phone_Yes,TechSupport_Yes
7533,1,68,25660.71,9.120844,0,53.48518,152.5104,0,0,0,0,0,1,1,1
7534,3,58,96042.29,11.90561,0,52.98326,114.9658,1,0,0,0,1,0,1,0
7535,2,38,86111.94,5.287739,0,55.97115,160.0122,0,1,0,0,1,0,1,1
7536,4,35,18056.25,7.347479,2,61.16662,147.4601,0,0,0,1,0,0,1,1
7537,1,87,52639.57,10.21389,1,61.68428,255.1198,0,0,0,0,0,1,1,1
7538,4,65,9019.07,6.336993,0,70.62749,212.6415,1,0,0,0,0,1,1,1
7539,6,28,12537.63,5.789458,0,65.39301,129.995,1,0,0,0,1,1,0,1
7540,0,57,19198.61,10.63248,0,65.25688,162.4713,1,0,0,1,0,0,1,1
7541,1,68,67871.48,5.625045,0,56.74758,195.0062,0,0,0,1,0,0,1,1
7542,3,33,10547.83,10.58659,0,59.22886,127.4601,1,0,1,0,0,0,1,1
7543,5,30,71530.36,12.42391,1,49.61348,149.9621,1,0,0,1,0,0,1,0
7544,0,69,2353.03,9.951397,2,66.9099,169.9447,0,0,0,1,0,0,1,0
7545,0,33,47612.31,13.58454,0,63.63151,159.9642,0,0,0,0,1,1,0,0
7546,0,52,44909.71,12.00753,1,53.42523,129.9621,1,0,0,0,0,0,1,0
7547,4,84,20459.07,10.25704,1,70.19371,232.652,0,0,0,0,1,1,1,0
7548,1,51,23882.77,16.57722,0,54.94221,194.9882,1,0,0,1,0,1,1,0
7549,0,56,61449.42,5.920285,0,41.56439,242.6143,0,0,0,1,0,1,1,1
7550,1,30,80803.99,11.5752,0,41.95888,219.9902,1,0,0,1,0,0,1,1
7551,4,78,44220.48,4.685599,0,69.97129,192.4705,1,0,1,1,0,0,1,0
7552,3,76,38126.77,9.660271,1,71.94498,197.484,1,0,0,0,0,0,1,0
7553,1,88,16493.86,8.091618,1,60.29081,112.4551,0,0,0,1,0,1,1,0
7554,2,41,24620.49,9.732859,1,52.24584,179.9476,1,0,0,1,0,0,1,0
7555,4,42,50973.42,7.976555,1,48.62124,184.9785,1,0,0,1,0,0,1,0
7556,4,61,41312.43,14.6804,1,63.37746,127.4586,0,0,0,0,1,0,1,0
7557,4,22,82714.05,8.231804,1,61.88348,182.4433,1,0,0,0,0,0,1,0
7558,2,25,54215.43,5.422522,0,58.31897,150.0208,1,0,0,0,1,0,1,0
7559,5,32,76110.3,11.31655,1,62.23239,92.45514,0,0,0,0,0,0,1,0
7560,0,35,42072.37,11.90199,1,52.07089,129.9621,1,0,0,0,0,1,1,0
7561,1,82,32833.84,17.76091,0,62.00464,169.9741,0,0,0,1,0,0,1,0
7562,1,56,52119.38,4.493677,0,52.59552,149.9447,0,0,0,0,0,0,1,0
7563,1,36,58937.05,13.18151,0,41.90646,190.127,1,0,1,0,0,0,1,0
7564,4,79,75907.67,15.9948,0,45.84636,287.6427,1,0,0,1,0,1,1,1
7565,0,55,66342.21,10.54347,0,66.59912,139.965,1,0,0,0,0,1,1,0
7566,2,71,27757.33,10.18012,0,54.41265,235.1591,1,0,0,1,0,1,1,1
7567,3,55,81140.88,12.40678,1,46.92377,149.9378,0,0,0,0,0,1,0,0
7568,3,53,72581.13,11.71127,0,71.45998,144.9889,1,0,0,0,0,1,1,1
7569,7,46,19590.84,10.62232,0,52.75072,124.9643,0,0,0,1,0,0,1,1
7570,1,22,8977.52,15.04329,1,70.63238,147.4421,0,1,0,1,0,0,1,0
7571,5,30,68520.49,10.81641,1,60.69402,179.9476,0,0,0,1,0,1,1,0
7572,0,33,4222.75,8.866215,1,60.44201,172.4567,1,0,0,0,0,0,0,1
7573,5,20,6416.11,13.56589,0,57.10624,167.4564,0,0,0,1,0,0,1,0
7574,10,67,45924.54,14.97932,1,48.05798,255.1336,0,0,0,0,0,1,1,0
7575,1,37,50835.25,12.34646,3,53.5035,210.1051,1,0,0,0,0,0,1,0
7576,8,51,11712.45,11.83848,0,62.5016,187.656,0,0,0,0,1,0,1,0
7577,1,84,1628.25,11.18263,0,65.14224,104.9629,1,0,0,0,1,0,1,0
7578,1,18,38479.29,8.189755,0,68.47904,129.9621,1,0,1,0,0,0,1,0
7579,2,32,78103.68,8.442682,1,68.83185,179.9476,1,0,0,1,0,0,1,0
7580,2,30,2534.94,12.71148,1,60.53095,127.5067,0,0,0,0,1,0,1,1
7581,1,81,10667.51,11.10459,1,68.78265,179.9476,1,0,0,1,0,0,0,0
7582,8,39,57201.39,1.882426,0,68.98508,159.9512,1,0,1,1,0,0,1,1
7583,4,73,31854.01,11.0579,1,59.60106,147.4893,1,0,1,0,1,1,1,1
7584,3,62,3167.88,13.45919,0,39.71501,157.4836,0,0,0,1,0,0,1,0
7585,7,48,31739.83,5.180471,0,57.90418,124.9607,0,0,0,0,0,0,1,0
7587,0,20,34252.86,15.53787,1,56.90458,164.9889,0,0,0,1,0,0,1,1
7588,2,89,37475.23,11.1762,1,71.57202,202.4433,1,0,0,1,0,0,1,0
7589,0,86,32889.88,9.137929,0,48.5611,229.9931,0,0,1,1,0,0,1,1
7590,0,19,54808.33,6.799417,1,58.2249,187.4673,1,0,0,0,0,0,1,1
7591,0,60,6362.26,11.48746,0,66.58823,137.4616,0,0,0,0,1,1,1,0
7592,0,81,65442.86,11.42331,0,61.173,184.9939,1,0,0,0,1,1,1,1
7593,0,79,68626.5,10.29598,0,56.29735,197.484,0,0,0,0,0,1,1,0
7594,3,52,62132.48,5.086827,0,70.85782,162.4653,0,0,0,0,0,0,1,0
7595,3,59,35848.61,12.8388,2,63.52797,207.6094,1,0,0,1,0,0,1,0
7596,1,79,35666.27,10.26788,0,68.64269,92.45514,1,0,0,0,0,1,1,0
7597,2,32,84314.93,9.51866,1,71.67026,210.1051,0,0,0,0,0,1,1,0
7598,1,29,40364.46,9.444273,0,62.47012,172.4579,0,0,1,1,0,0,1,0
7599,0,52,69425.74,8.718368,1,71.36862,117.5152,1,0,0,0,1,0,1,0
7600,0,80,96190.74,9.625936,0,63.35604,187.6094,0,0,0,0,0,0,1,0
7602,3,85,77478.63,14.69711,1,50.09435,194.9581,1,0,0,1,0,0,1,0
7603,0,25,73082.67,13.14633,0,59.05181,182.4433,0,0,0,0,0,0,1,0
7604,3,41,18621.61,14.20238,0,59.84762,194.9882,0,0,0,1,0,0,0,0
7605,1,52,65707.03,12.45803,2,68.92748,160.0013,0,0,0,1,0,0,1,0
7606,1,57,15846.96,11.55756,0,66.55543,187.6422,0,0,0,0,1,1,1,1
7607,2,44,9669.27,9.474113,1,70.90494,194.9581,1,0,0,1,0,1,1,0
7608,2,74,16107.44,10.64385,0,50.77358,139.9816,1,0,0,0,1,1,1,0
7609,1,82,80905.43,13.86573,0,68.14733,129.9598,1,0,0,0,0,0,1,0
7610,3,40,19425.75,9.458082,0,67.62049,149.9707,0,0,0,0,1,0,1,1
7611,5,41,70972.38,11.37766,2,57.37651,149.9707,1,0,0,0,1,1,1,1
7612,10,85,52397.9,3.801012,0,68.59473,199.9902,0,0,0,0,0,0,1,1
7613,2,82,11807.8,14.60834,0,51.40304,162.447,0,0,0,0,0,0,1,1
7614,3,42,29552.09,8.484285,0,68.78714,92.45514,1,0,0,0,0,1,1,0
7615,2,88,23239.53,7.898726,0,62.30113,169.9447,1,0,0,1,0,0,0,0
7616,0,65,65242.66,8.550845,1,57.63584,152.4798,0,0,1,1,0,0,0,0
7617,1,50,72431.08,12.06559,2,53.36122,175.1331,0,0,0,0,1,0,1,0
7618,8,83,36319.34,14.84526,0,63.47441,192.4705,1,0,0,1,0,0,1,0
7619,2,31,7108.46,9.617239,0,66.31026,149.989,1,0,0,0,1,0,1,0
7620,1,62,26974.35,12.63113,0,51.68219,174.9755,0,0,0,1,0,0,1,0
7621,1,89,26110.4,10.51358,0,71.44166,149.9447,1,0,0,0,0,0,1,0
7622,1,62,35176.64,12.05975,0,70.82444,164.9715,0,0,0,0,0,1,1,1
7623,3,62,27568.88,9.361228,0,67.76809,114.9728,0,0,0,1,0,0,1,0
7624,1,72,46457.36,9.282244,0,56.41476,194.9581,0,0,0,1,0,0,1,0
7625,3,54,2584.6,12.57747,0,62.13301,222.6326,0,0,0,0,0,1,1,0
7626,1,79,41295.47,10.10572,0,71.16551,117.472,0,0,0,0,1,0,1,1
7627,2,49,67763.0,7.333924,0,68.04429,127.4586,1,0,0,0,1,0,1,0
7628,0,66,71013.32,10.20091,0,56.01076,154.9755,0,0,0,0,0,1,1,0
7629,4,32,36339.45,6.172615,0,49.85906,125.0073,1,0,0,0,1,0,1,0
7630,0,81,100608.2,9.705148,0,39.32461,192.4567,0,0,1,1,0,1,1,1
7631,2,45,13471.14,13.8318,1,68.526,139.9875,1,0,1,0,0,0,1,1
7632,2,37,35274.36,7.13163,2,65.36086,169.9447,0,0,0,1,0,0,1,0
7633,1,46,22487.36,9.629848,0,51.80639,147.4893,0,0,1,0,1,0,1,1
7634,0,46,57318.2,4.344131,0,66.34362,137.4698,1,0,0,0,0,0,1,1
7635,1,82,29701.43,11.40209,0,48.28818,252.6378,0,0,1,1,0,0,1,0
7636,3,62,80719.57,11.06909,1,36.82387,210.1518,1,0,0,0,1,0,1,0
7637,0,61,6998.45,15.45232,0,62.76892,142.4526,0,0,0,0,0,0,1,0
7638,1,83,26545.33,4.480118,0,55.55865,117.4392,1,0,0,0,0,1,0,0
7639,2,75,22189.51,9.045984,0,62.70376,187.6094,0,0,1,0,0,1,1,0
7640,3,36,36690.66,10.04996,2,65.25844,127.475,0,0,0,0,1,0,1,1
7641,3,66,27129.17,9.602868,1,50.43597,149.9845,0,1,0,0,1,1,1,0
7642,2,47,8244.17,2.482674,0,61.77813,120.0035,1,0,0,0,1,0,0,0
7643,1,38,26759.89,9.783459,0,65.03892,262.6106,0,0,0,1,0,0,1,0
7644,1,60,49740.72,4.45179,0,50.89092,175.1331,0,0,0,0,1,0,1,0
7645,0,36,21749.65,5.048002,0,67.40315,127.4601,0,0,1,0,0,0,1,1
7646,2,83,69131.11,6.705144,3,56.45799,182.4538,1,0,1,1,0,0,1,1
7647,3,74,40818.2,10.09707,1,70.27281,137.4392,0,1,0,1,0,0,1,0
7648,7,72,22300.51,8.427959,0,41.74273,157.4836,0,0,1,1,0,0,1,0
7649,4,39,4003.56,8.142745,0,64.92325,139.983,0,0,0,0,0,0,1,1
7650,4,51,32964.97,10.59864,0,58.76049,159.9942,0,0,0,0,1,0,1,0
7651,1,53,46153.23,11.98282,0,48.09099,127.482,0,0,0,1,0,1,1,1
7653,1,34,27296.2,14.24573,1,59.84496,139.9678,1,0,0,0,1,0,1,1
7654,1,46,30286.85,14.75098,0,69.74808,127.4958,1,0,0,1,0,0,1,0
7655,3,44,23083.74,11.56648,0,63.90452,182.4433,1,0,0,0,0,0,1,0
7656,4,56,5896.69,10.20056,1,58.40109,255.1198,0,0,0,0,0,0,1,1
7657,0,46,80782.53,11.59767,0,71.52133,192.4705,0,0,0,1,0,1,1,0
7658,3,43,27476.28,9.392826,0,58.55948,147.4783,1,0,0,1,0,1,1,0
7659,0,42,24214.43,9.497679,1,64.1725,139.9875,1,0,0,0,0,0,1,1
7660,1,46,59939.02,3.849388,0,38.8517,157.4836,1,0,1,1,0,1,1,0
7661,0,25,50315.17,11.52103,0,68.41518,127.4958,1,0,0,1,0,0,1,0
7662,1,72,44435.09,8.890347,1,67.14449,179.9476,0,0,0,1,0,0,1,0
7663,4,47,51383.17,5.670833,0,66.97927,197.4876,0,0,0,1,0,0,1,1
7664,1,65,8935.81,13.13879,0,65.98685,194.9581,0,0,0,1,0,0,1,0
7665,2,59,49954.4,9.527582,0,46.58138,129.9621,1,0,0,0,0,0,1,0
7666,1,21,50275.96,13.77481,0,63.13521,197.6288,0,0,0,0,1,1,1,0
7667,8,51,27251.15,11.0309,0,58.172,174.9618,1,0,1,1,0,0,1,1
7668,0,89,35072.27,16.30827,0,68.3119,197.484,1,0,1,0,0,1,1,0
7669,4,75,41697.74,7.72012,1,71.25643,179.9476,0,0,0,1,0,0,1,0
7670,2,44,6551.34,10.89868,0,57.89761,182.4538,1,0,1,1,0,1,1,1
7671,4,40,32935.41,13.54555,0,60.89154,210.127,0,0,0,1,0,0,1,0
7672,1,26,48000.45,4.031118,0,48.3857,149.9741,0,0,0,0,0,0,1,0
7673,1,54,43154.85,1.283458,0,71.95713,222.6362,1,0,0,1,0,1,0,1
7674,0,36,4959.61,11.52597,0,67.08693,270.1604,1,0,0,0,0,0,0,1
7675,9,89,13473.99,8.582666,0,65.13005,210.1051,1,0,0,0,0,0,1,0
7676,0,33,49102.56,7.37122,1,61.73523,217.484,0,0,0,1,0,0,1,0
7677,2,35,28813.13,14.14138,1,71.81426,162.5119,0,0,0,0,1,0,1,0
7678,1,42,29311.02,10.0391,0,49.20927,129.995,1,0,0,0,1,0,1,1
7679,1,38,6210.83,10.07854,0,64.88531,182.447,0,0,0,1,0,0,1,1
7680,2,21,57717.41,6.809114,0,40.24973,222.6609,0,0,0,0,1,1,1,1
7681,4,61,72298.05,4.723834,1,69.97649,212.6415,0,1,1,0,0,0,1,1
7682,0,53,23353.6,9.915598,0,58.34647,184.9853,0,0,0,1,0,0,1,0
7683,0,87,28679.37,5.898192,1,42.34953,167.4564,1,0,0,1,0,0,1,0
7684,0,30,37073.43,8.298192,1,57.11409,147.4893,0,0,0,0,1,0,1,1
7686,1,35,63599.94,9.339902,0,64.26648,229.9931,0,0,1,1,0,1,1,1
7687,5,31,31551.04,13.01228,1,69.13737,242.6326,0,0,0,1,0,1,1,0
7688,2,20,52730.55,12.01205,1,46.24205,225.1457,1,0,1,0,0,0,1,0
7689,1,58,20514.4,10.41502,0,54.26571,164.9785,0,0,0,0,0,0,1,0
7690,2,49,12938.03,14.0461,0,59.31818,139.983,0,0,1,0,0,0,1,1
7691,0,27,36283.34,10.31019,0,69.33555,144.9607,1,0,0,1,0,1,1,0
7692,3,39,14128.58,11.21706,0,63.17917,210.1051,0,0,0,0,0,0,1,0
7693,2,61,7297.34,8.269757,2,60.45619,232.624,0,0,0,0,0,0,1,1
7694,4,74,20755.29,9.705513,0,55.68371,127.4887,1,0,0,0,1,0,1,0
7695,1,61,11720.53,14.07608,0,38.06839,124.9935,0,0,0,0,1,0,1,1
7696,0,57,20907.94,10.99981,0,57.70698,212.6557,0,0,0,0,1,1,1,1
7697,3,73,6511.56,13.41922,0,44.60467,270.1604,0,0,0,0,0,1,1,1
7698,1,51,55582.52,13.03031,1,71.28653,142.4827,0,0,0,0,0,1,1,0
7699,1,22,93551.94,7.152564,0,71.37419,187.6422,1,0,0,0,1,0,1,1
7700,0,78,45433.92,10.83111,1,62.02081,169.9447,1,0,0,1,0,1,1,0
7701,8,44,63843.19,10.34966,0,67.98776,139.9816,0,0,1,0,1,0,1,0
7702,0,54,46463.47,11.23355,0,50.52613,220.1323,1,0,0,1,0,0,0,0
7703,2,52,70140.91,14.14757,0,61.00511,169.9928,0,0,0,1,0,0,1,1
7704,0,45,8589.52,9.5756,1,59.93377,167.4564,0,0,0,1,0,0,1,0
7705,8,66,14528.18,11.75442,0,61.0006,162.5005,0,0,0,0,1,1,1,1
7706,3,40,30577.74,12.01441,1,66.7755,172.4579,0,0,1,1,0,0,1,0
7707,8,32,12687.99,9.611471,0,69.31336,114.9658,1,0,1,0,1,1,0,0
7708,1,62,38931.97,10.5394,0,61.67106,255.1336,1,0,0,0,0,0,1,0
7709,3,51,49285.68,13.65114,1,60.1778,102.4746,0,0,0,0,1,0,1,0
7710,0,23,38821.95,10.41941,0,64.36371,134.9509,1,0,0,1,0,0,1,0
7711,2,48,18037.76,6.255592,1,67.71776,149.9378,0,0,0,0,0,1,1,0
7712,1,62,65783.84,8.256566,1,67.70719,139.9349,1,0,0,0,0,0,1,0
7713,4,59,60463.81,12.03043,0,59.71984,149.9707,1,0,0,0,1,0,1,1
7714,4,31,50599.12,12.45955,0,67.75523,159.9794,1,0,0,0,0,1,1,0
7715,1,86,46164.49,12.82752,0,56.26602,104.9643,0,0,0,0,0,0,1,1
7716,6,41,13317.33,10.45502,0,62.65179,242.6143,0,1,0,1,0,1,0,1
7717,1,30,90857.99,13.13159,1,66.20027,140.0049,0,0,1,1,0,0,1,1
7718,4,56,45556.59,16.13598,1,49.26352,169.9671,1,0,0,0,1,0,1,0
7719,0,28,41695.97,13.14201,0,59.3332,149.9928,0,0,0,0,0,0,1,1
7720,1,38,13069.94,9.366187,1,69.54666,159.9349,1,0,0,1,0,0,1,0
7722,1,29,29827.09,10.50519,0,60.69643,172.4848,0,0,1,0,1,0,1,0
7723,2,30,102928.6,9.395737,1,66.67317,187.6094,1,0,0,0,0,1,1,0
7724,3,64,45278.46,8.059319,1,45.80397,200.1323,1,0,0,0,0,0,1,0
7725,2,67,66644.71,7.264292,0,58.2078,169.9928,0,0,1,1,0,0,1,1
7726,2,24,40098.08,5.417149,1,62.98803,192.4705,0,0,0,1,0,0,1,0
7727,1,83,15931.18,10.28991,0,67.50861,262.6106,1,0,1,1,0,0,1,0
7728,4,76,51865.58,11.53135,1,67.96418,174.9618,0,0,0,1,0,1,1,1
7729,0,55,32893.0,5.725661,1,71.4869,179.9656,0,0,0,1,0,0,1,1
7730,4,64,14780.0,16.99335,2,66.63268,184.9853,0,0,0,1,0,1,1,0
7731,2,62,19652.74,6.640434,1,70.43313,172.4871,0,0,0,0,1,0,1,0
7732,1,30,20108.49,11.17686,0,46.98814,147.4783,0,0,0,1,0,0,1,0
7733,0,52,20014.25,7.009982,1,70.69978,149.9447,0,0,0,0,0,0,1,0
7734,1,20,19288.37,8.75898,0,61.12405,192.4567,1,0,0,1,0,0,1,1
7735,4,56,22409.74,13.47843,0,61.4665,127.4601,1,0,0,0,0,0,1,1
7736,3,27,73031.71,9.488845,1,56.77763,102.4746,0,0,0,0,1,1,1,0
7737,0,59,35215.76,4.71193,0,58.6688,255.1417,0,0,0,1,0,0,1,1
7738,0,39,17571.8,6.668187,1,54.67568,200.1323,0,0,0,0,0,0,1,0
7739,1,56,19256.41,9.751721,0,51.11345,157.4698,0,0,0,1,0,0,1,1
7740,7,84,68825.55,9.054731,0,63.07329,162.5007,1,0,1,1,0,0,1,1
7741,1,80,8774.81,12.8072,0,66.81169,172.4579,1,0,0,1,0,1,1,0
7742,3,22,26532.74,9.608605,0,57.69575,197.484,1,0,0,0,0,0,1,0
7743,1,63,42849.02,6.856808,0,63.91757,192.4705,1,0,0,1,0,1,0,0
7744,2,69,30712.74,5.482104,0,69.88681,132.4798,1,0,0,0,0,0,1,0
7745,2,54,27636.12,8.449861,1,68.53085,235.1555,1,0,0,0,0,1,1,0
7746,2,74,69230.08,11.46896,0,67.54816,210.138,1,0,1,0,1,1,1,1
7747,1,42,11287.26,5.124854,1,70.1175,230.1051,0,0,1,1,0,0,1,0
7748,0,28,13554.79,11.62498,0,43.45813,184.9496,0,0,0,0,0,0,1,1
7749,1,66,55164.8,8.951159,0,70.06451,204.961,1,0,0,1,0,0,1,0
7750,3,37,22588.94,9.976525,0,57.22556,149.9915,0,0,0,1,0,0,1,0
7751,5,35,12521.22,10.34638,1,56.45798,210.138,0,0,0,0,1,0,1,1
7752,1,86,72032.69,14.75424,1,57.47194,154.9618,1,0,0,0,0,0,1,1
7753,1,66,85921.6,15.90879,0,64.57182,235.1591,1,0,0,1,0,0,1,1
7754,8,23,57725.74,9.142434,0,66.49211,149.9378,1,0,0,0,0,0,1,0
7755,4,27,23785.52,5.285575,0,68.69674,179.9476,0,0,1,1,0,1,0,0
7756,0,40,31402.9,8.109447,0,58.30226,149.9845,0,0,0,0,1,0,1,0
7757,2,21,13893.6,10.54374,0,62.43485,252.624,1,0,1,1,0,0,1,1
7758,8,37,34261.92,10.81085,0,68.12367,184.9797,0,1,0,0,0,1,1,1
7759,0,64,93970.75,10.24788,0,61.20291,149.9915,1,0,1,1,0,0,1,0
7760,3,46,12421.16,12.46312,0,48.89289,212.6228,1,0,0,0,0,1,1,0
7761,2,52,33004.61,12.60017,0,62.17828,104.9923,0,0,0,0,1,0,1,0
7762,0,63,26828.46,12.34399,0,51.05765,139.9678,0,0,0,0,1,1,1,1
7763,1,37,11096.39,11.3321,0,61.41766,172.4404,0,0,1,0,0,0,1,0
7764,0,58,14493.87,9.933942,1,66.80803,192.4567,0,0,0,1,0,1,1,1
7765,1,45,28431.85,9.441826,0,67.78586,104.9923,0,0,0,0,1,0,1,0
7766,0,81,44732.75,8.543534,1,61.49459,129.995,1,0,0,0,1,0,1,1
7767,1,67,31304.23,8.044684,0,50.27485,192.4885,0,0,0,1,0,0,1,1
7768,3,51,18078.02,10.32042,0,54.55234,212.6415,1,0,0,0,0,1,1,1
7769,1,20,13642.51,11.82876,2,68.67008,152.4624,0,0,0,0,0,0,1,0
7770,2,71,36271.6,9.7017,0,62.03084,245.1457,1,0,1,1,0,0,1,0
7771,0,60,27715.71,7.901381,0,55.591,127.4738,1,0,0,0,0,0,0,0
7772,3,40,45203.76,15.2604,0,71.98828,162.4713,0,0,0,1,0,1,1,1
7773,0,36,35138.0,7.678053,0,61.70653,137.4616,0,0,0,0,1,0,1,0
7774,1,86,28883.86,12.27053,0,68.23146,159.9349,1,0,0,1,0,0,1,0
7775,9,43,26157.03,13.83721,1,57.33546,159.9794,0,0,0,0,0,0,1,0
7776,1,87,32134.66,9.85498,0,41.93,117.4858,0,0,0,0,1,1,0,0
7777,4,32,19360.56,9.936636,0,42.73824,202.65,0,0,0,0,0,0,1,0
7778,4,38,43560.75,7.660536,2,47.46129,139.9349,0,0,0,0,0,1,1,0
7779,1,88,22016.87,12.39355,0,61.70332,190.1737,1,0,0,0,1,1,1,0
7780,4,42,73585.2,11.74964,0,45.6406,210.1051,0,1,0,0,0,0,1,0
7781,1,23,13419.4,4.457169,1,70.54929,232.624,0,0,1,0,0,1,1,1
7783,3,48,58634.05,11.32314,0,49.19922,179.9794,1,0,0,1,0,1,1,0
7784,4,49,25377.86,9.213315,1,68.59441,214.9663,0,0,0,1,0,0,1,0
7785,4,28,73871.69,11.58061,0,36.88048,182.4538,1,0,0,1,0,1,1,1
7786,0,51,42176.36,8.556186,1,63.86048,192.4567,0,0,0,1,0,1,1,1
7787,3,40,13479.83,12.42505,0,68.36284,104.9629,0,0,0,0,1,1,1,0
7788,1,24,12826.8,12.98536,1,66.03197,207.4811,0,1,0,1,0,0,1,0
7789,3,22,34128.52,8.102753,0,38.01787,139.965,0,0,0,0,0,0,1,0
7790,1,62,5841.81,9.742158,1,55.13723,137.4872,1,0,0,1,0,1,1,1
7791,3,48,44510.61,9.519633,0,65.61344,184.9963,0,0,0,0,1,0,1,1
7792,1,41,53710.01,7.750638,1,54.79873,114.9728,1,0,0,1,0,1,1,0
7793,4,57,27210.96,13.73836,1,45.91152,117.4686,1,0,0,0,0,0,1,0
7794,3,84,4850.34,7.233971,0,47.56294,152.466,0,0,0,1,0,0,1,1
7795,4,34,51855.3,7.875839,0,59.36326,149.9845,0,0,0,0,1,1,1,0
7796,0,64,7194.85,9.59364,1,54.79811,182.4762,0,0,0,0,1,0,1,1
7797,1,51,21397.92,11.24765,0,66.8679,287.6427,1,0,0,1,0,1,1,1
7798,0,67,28885.46,12.10598,0,62.83739,117.4392,1,0,0,0,0,0,1,0
7799,3,27,47100.05,13.42619,1,54.41951,149.9621,1,0,0,1,0,0,1,0
7800,1,73,72477.17,13.65897,0,64.54829,152.4579,1,0,0,0,0,0,1,0
7801,6,37,18685.16,10.28292,0,65.52483,287.6427,1,0,1,1,0,1,0,1
7802,3,85,43345.6,7.279683,0,63.94696,207.6386,0,0,1,0,1,0,1,0
7803,2,36,23960.61,8.549102,0,55.505,149.9598,0,0,1,1,0,0,0,0
7804,1,18,12435.87,12.64401,0,64.38615,127.4421,0,0,1,0,0,0,1,0
7806,3,47,11319.52,11.21614,0,47.11262,172.4404,0,0,0,0,0,0,1,0
7807,1,71,40647.66,11.06254,0,63.50859,152.4798,0,0,1,1,0,0,1,0
7808,0,28,18620.96,11.43176,0,67.61562,159.965,0,0,1,1,0,0,1,0
7809,0,32,27601.96,4.138782,0,71.24628,182.4538,1,0,0,1,0,1,1,1
7810,3,35,33350.91,10.42876,1,52.53836,220.1149,1,0,0,0,0,1,1,0
7811,1,36,20069.25,8.434356,0,58.13967,152.4579,0,0,1,0,0,0,1,0
7812,0,49,38524.15,7.3642,0,41.27155,179.9656,0,0,1,1,0,0,1,1
7813,3,28,86463.61,8.068417,1,61.91437,147.4421,0,0,0,1,0,0,1,0
7814,1,43,33465.9,11.64064,0,71.78213,159.9642,1,0,0,0,1,1,1,0
7815,0,35,37419.19,13.51278,0,51.74735,184.961,1,0,0,0,0,1,1,0
7816,0,70,37394.14,6.744374,0,67.16748,162.4608,0,0,0,0,0,0,0,0
7817,4,42,52101.8,14.22446,1,49.75092,134.9801,0,0,0,0,1,0,1,0
7818,3,78,52128.79,10.16834,0,65.86516,242.6143,0,0,0,1,0,0,1,1
7819,1,32,12018.73,6.115577,0,46.86241,182.4608,1,0,0,1,0,0,1,0
7820,1,43,35583.03,4.84294,0,65.40232,162.4818,0,0,0,0,1,0,1,0
7821,0,26,14472.75,6.067007,1,64.58418,169.9378,0,0,0,1,0,0,1,0
7822,3,37,38040.43,6.820744,0,53.08332,194.9699,0,0,0,1,0,0,1,1
7823,6,18,44455.34,10.0165,1,71.91339,184.9496,0,0,1,0,0,0,1,1
7824,0,69,20507.78,11.76257,0,67.25763,149.9483,1,0,0,1,0,0,1,1
7825,2,25,22427.56,6.547081,1,58.50824,149.9621,0,0,0,1,0,0,1,0
7826,3,73,19839.22,8.779628,0,71.4622,172.5104,0,0,0,1,0,0,0,1
7827,2,33,66681.76,8.687753,0,70.67499,142.4526,0,0,0,0,0,0,1,0
7829,0,29,19153.42,14.63696,1,45.25561,114.9728,0,0,0,1,0,0,1,0
7830,2,18,9037.43,6.715701,1,64.22099,149.9845,1,0,0,0,1,1,1,0
7831,2,55,9005.1,12.03702,1,70.2187,144.9607,0,0,0,1,0,0,1,0
7832,1,83,2842.64,9.946927,0,47.81985,184.967,1,0,0,1,0,1,1,1
7833,0,37,29952.37,10.02423,1,68.28659,112.4551,0,0,0,1,0,0,1,0
7834,0,87,50722.81,15.91057,0,71.5701,187.656,1,0,0,0,1,0,0,0
7835,1,52,26270.48,8.541154,0,59.14141,232.6378,1,0,0,0,0,1,1,0
7836,1,72,34995.55,13.09283,2,58.12044,240.1149,1,0,0,1,0,0,0,0
7837,2,28,6057.28,11.32266,0,64.28134,210.127,1,0,1,1,0,0,1,0
7838,2,64,53254.75,9.496587,0,65.2394,242.6326,0,0,0,1,0,1,1,0
7839,2,20,13880.01,9.423473,0,65.31873,222.65,0,0,0,1,0,0,1,0
7840,2,32,16592.28,14.92401,2,54.12731,252.6378,0,0,0,1,0,1,1,0
7841,3,33,39381.88,4.575053,0,40.73055,204.9496,0,0,0,1,0,0,1,1
7842,0,62,41287.82,9.953423,0,64.98884,152.4579,1,0,0,0,0,0,1,0
7843,2,63,15263.96,11.16648,0,71.74549,147.4783,1,0,0,1,0,0,1,0
7844,2,76,32724.83,14.98822,2,65.9436,182.4762,1,0,1,0,1,0,1,1
7845,0,31,19773.15,9.92043,0,51.54301,172.4885,0,0,0,0,0,0,1,1
7846,1,23,2842.85,12.92581,2,71.13061,137.5165,0,0,0,0,1,0,1,1
7847,3,86,11050.03,9.614348,1,62.4021,149.9741,0,0,0,0,0,0,1,0
7848,4,33,64328.0,9.559166,0,66.17677,159.965,1,0,0,1,0,1,1,0
7849,0,32,49486.67,2.891818,0,66.81622,235.1417,0,0,0,0,0,0,1,1
