Population,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Multiple_Yes,DeviceProtection_Yes,TechSupport_Yes
1724,4,56,45556.59,16.13598,1,49.26352,4543.502908,1,0,0,0,1,0,0,0,0,1,1,0,0
20021,0,28,41695.97,13.14201,0,59.3332,5504.260765,0,0,1,1,0,0,0,1,0,0,1,1,1
6,1,38,13069.94,9.366187,1,69.54666,6101.070814,1,0,0,0,1,0,0,0,1,0,0,0,0
2625,1,29,29827.09,10.50519,0,60.69643,5469.377243,0,0,1,1,0,0,1,0,0,1,1,0,0
7993,2,30,102928.6,9.395737,1,66.67317,6503.605593,1,0,0,0,1,0,0,1,0,0,0,0,0
143,3,64,45278.46,8.059319,1,45.80397,4798.084751,0,1,0,0,1,0,0,1,0,0,0,1,0
560,2,67,66644.71,7.264292,0,58.2078,4932.256357,0,1,0,1,0,0,1,0,1,0,1,1,1
16171,2,24,40098.08,5.417149,1,62.98803,5620.276365,0,1,0,1,0,0,0,0,1,0,1,1,0
943,1,83,15931.18,10.28991,0,67.50861,6119.953747,1,0,0,0,1,0,1,0,1,0,1,0,0
164,4,76,51865.58,11.53135,1,67.96418,5971.644344,0,1,0,1,0,0,0,0,1,0,0,0,1
5967,0,55,32893.0,5.725661,1,71.4869,6006.935704,1,0,0,1,0,0,0,0,1,0,1,0,1
13734,4,64,14780.0,16.99335,2,66.63268,5960.671631,0,0,1,1,0,0,0,0,1,0,1,1,0
38334,2,62,19652.74,6.640434,1,70.43313,6235.847135,0,0,1,1,0,0,0,0,0,1,1,1,0
35270,1,30,20108.49,11.17686,0,46.98814,4089.200279,0,1,0,1,0,0,0,0,1,0,1,0,0
1604,0,52,20014.25,7.009982,1,70.69978,6463.270745,0,1,0,1,0,0,0,1,0,0,1,0,0
2757,1,20,19288.37,8.75898,0,61.12405,5451.33929,0,0,1,0,1,0,0,0,1,0,1,0,1
531,4,56,22409.74,13.47843,0,61.4665,5729.575543,1,0,0,0,1,0,0,1,0,0,0,0,1
1838,3,27,73031.71,9.488845,1,56.77763,4909.571736,0,0,1,1,0,0,0,0,0,1,0,0,0
5709,0,59,35215.76,4.71193,0,58.6688,5382.024213,1,0,0,1,0,0,0,0,1,0,1,0,1
313,0,39,17571.8,6.668187,1,54.67568,5467.571494,1,0,0,1,0,0,0,1,0,0,0,1,0
30795,1,56,19256.41,9.751721,0,51.11345,4271.0951,0,0,1,1,0,0,0,0,1,0,1,0,1
37080,7,84,68825.55,9.054731,0,63.07329,5608.639508,1,0,0,0,1,0,1,0,1,0,0,1,1
208,1,80,8774.81,12.8072,0,66.81169,5824.416954,0,0,1,0,1,0,0,0,1,0,0,1,0
268,3,22,26532.74,9.608605,0,57.69575,5888.954237,1,0,0,0,1,0,0,1,0,0,1,1,0
1622,1,63,42849.02,6.856808,0,63.91757,5620.075514,0,1,0,0,1,0,0,0,1,0,1,1,0
746,2,69,30712.74,5.482104,0,69.88681,6537.94242,0,0,1,0,1,0,0,1,0,0,0,1,0
974,2,54,27636.12,8.449861,1,68.53085,6809.432261,1,0,0,0,1,0,0,1,0,0,1,1,0
121,2,74,69230.08,11.46896,0,67.54816,6115.858738,1,0,0,0,1,0,1,0,0,1,0,0,1
77,1,42,11287.26,5.124854,1,70.1175,6349.139653,1,0,0,1,0,0,1,0,1,0,0,0,0
1401,0,28,13554.79,11.62498,0,43.45813,4408.149328,1,0,0,1,0,0,0,1,0,0,1,0,1
15979,1,66,55164.8,8.951159,0,70.06451,6197.953836,0,1,0,0,1,0,0,0,1,0,1,0,0
1079,3,37,22588.94,9.976525,0,57.22556,5073.83646,0,0,1,1,0,0,0,0,1,0,0,1,0
13736,5,35,12521.22,10.34638,1,56.45798,5380.320825,1,0,0,1,0,0,0,0,0,1,0,0,1
2759,1,86,72032.69,14.75424,1,57.47194,5447.340664,1,0,0,0,1,0,0,1,0,0,0,0,1
3268,1,66,85921.6,15.90879,0,64.57182,5933.787702,0,0,1,0,1,0,0,0,1,0,0,1,1
218,8,23,57725.74,9.142434,0,66.49211,6528.05337,0,0,1,0,1,0,0,1,0,0,0,0,0
1528,4,27,23785.52,5.285575,0,68.69674,6054.623559,0,0,1,1,0,0,1,0,1,0,1,0,0
3213,0,40,31402.9,8.109447,0,58.30226,5144.345915,0,0,1,1,0,0,0,0,0,1,0,1,0
5430,2,21,13893.6,10.54374,0,62.43485,5848.614354,0,1,0,0,1,0,1,0,1,0,1,0,1
37639,8,37,34261.92,10.81085,0,68.12367,6597.155039,0,0,1,0,0,1,0,1,0,0,1,1,1
6402,0,64,93970.75,10.24788,0,61.20291,5301.140786,0,1,0,0,1,0,1,0,1,0,0,1,0
14719,3,46,12421.16,12.46312,0,48.89289,5194.247313,0,0,1,0,1,0,0,1,0,0,0,0,0
626,2,52,33004.61,12.60017,0,62.17828,5314.541588,1,0,0,1,0,0,0,0,0,1,0,0,0
15288,0,63,26828.46,12.34399,0,51.05765,4430.640106,0,0,1,1,0,0,0,0,0,1,0,0,1
2275,1,37,11096.39,11.3321,0,61.41766,5876.66853,1,0,0,1,0,0,1,1,0,0,1,0,0
11342,0,58,14493.87,9.933942,1,66.80803,5679.413102,1,0,0,1,0,0,0,0,1,0,1,0,1
34519,1,45,28431.85,9.441826,0,67.78586,5766.181037,0,0,1,1,0,0,0,0,0,1,0,0,0
36962,0,81,44732.75,8.543534,1,61.49459,5265.014414,0,0,1,0,1,0,0,0,0,1,0,1,1
290,1,67,31304.23,8.044684,0,50.27485,4345.452904,1,0,0,1,0,0,0,0,1,0,1,1,1
182,3,51,18078.02,10.32042,0,54.55234,5561.852852,1,0,0,0,1,0,0,1,0,0,0,1,1
9523,1,20,13642.51,11.82876,2,68.67008,6507.865826,0,0,1,1,0,0,0,1,0,0,1,0,0
52,2,71,36271.6,9.7017,0,62.03084,5829.643329,1,0,0,0,1,0,1,0,1,0,0,1,0
4832,0,60,27715.71,7.901381,0,55.591,5192.718983,1,0,0,0,1,0,0,1,0,0,0,1,0
24066,3,40,45203.76,15.2604,0,71.98828,6304.569466,0,1,0,1,0,0,0,0,1,0,0,1,1
212,0,36,35138.0,7.678053,0,61.70653,5351.253775,0,0,1,1,0,0,0,0,0,1,0,0,0
316,1,86,28883.86,12.27053,0,68.23146,5835.931989,0,0,1,0,1,0,0,0,1,0,0,0,0
859,9,43,26157.03,13.83721,1,57.33546,5658.119795,0,0,1,1,0,0,0,1,0,0,1,1,0
1028,1,87,32134.66,9.85498,0,41.93,3621.670599,0,0,1,1,0,0,0,0,0,1,0,1,0
94,4,32,19360.56,9.936636,0,42.73824,4710.736343,0,1,0,1,0,0,0,1,0,0,0,1,0
1385,4,38,43560.75,7.660536,2,47.46129,4750.23799,1,0,0,1,0,0,0,1,0,0,0,0,0
1177,1,88,22016.87,12.39355,0,61.70332,5622.295605,0,1,0,0,1,0,0,0,0,1,0,1,0
25360,4,42,73585.2,11.74964,0,45.6406,4810.343275,1,0,0,0,0,1,0,1,0,0,0,0,0
9124,1,23,13419.4,4.457169,1,70.54929,6842.591894,0,1,0,1,0,0,1,1,0,0,1,0,1
1708,3,48,58634.05,11.32314,0,49.19922,4459.144157,0,1,0,0,1,0,0,0,1,0,1,1,0
936,4,49,25377.86,9.213315,1,68.59441,6153.244903,1,0,0,1,0,0,0,0,1,0,1,1,0
25244,4,28,73871.69,11.58061,0,36.88048,3531.898755,0,0,1,0,1,0,0,0,1,0,1,0,1
1735,0,51,42176.36,8.556186,1,63.86048,5460.847751,1,0,0,1,0,0,0,0,1,0,1,0,1
2352,3,40,13479.83,12.42505,0,68.36284,5918.039284,1,0,0,1,0,0,0,0,0,1,0,0,0
78,1,24,12826.8,12.98536,1,66.03197,6005.171652,0,1,0,0,0,1,0,0,1,0,1,1,0
3443,3,22,34128.52,8.102753,0,38.01787,3953.160859,1,0,0,1,0,0,0,1,0,0,0,1,0
16665,1,62,5841.81,9.742158,1,55.13723,4676.604059,1,0,0,0,1,0,0,0,1,0,0,1,1
5723,3,48,44510.61,9.519633,0,65.61344,5921.940703,0,0,1,1,0,0,0,0,0,1,1,1,1
380,1,41,53710.01,7.750638,1,54.79873,4703.453548,1,0,0,0,1,0,0,0,1,0,0,0,0
41392,4,57,27210.96,13.73836,1,45.91152,4522.635377,1,0,0,0,1,0,0,1,0,0,0,0,0
6635,3,84,4850.34,7.233971,0,47.56294,4149.007278,0,1,0,1,0,0,0,0,1,0,0,0,1
4447,4,34,51855.3,7.875839,0,59.36326,5374.093177,0,0,1,1,0,0,0,0,0,1,0,1,0
110,0,64,7194.85,9.59364,1,54.79811,4769.664836,0,0,1,1,0,0,0,0,0,1,1,0,1
56233,1,51,21397.92,11.24765,0,66.8679,6261.840951,1,0,0,0,1,0,0,0,1,0,1,1,1
4552,0,67,28885.46,12.10598,0,62.83739,5744.96728,0,0,1,0,1,0,0,1,0,0,0,0,0
19919,3,27,47100.05,13.42619,1,54.41951,4950.374878,0,1,0,0,1,0,0,0,1,0,0,1,0
3463,1,73,72477.17,13.65897,0,64.54829,6075.403261,1,0,0,0,1,0,0,1,0,0,0,1,0
2047,6,37,18685.16,10.28292,0,65.52483,6351.617139,1,0,0,0,1,0,1,0,1,0,1,1,1
7958,3,85,43345.6,7.279683,0,63.94696,5742.088036,1,0,0,1,0,0,1,0,0,1,1,0,0
518,2,36,23960.61,8.549102,0,55.505,4885.896119,0,0,1,1,0,0,1,0,1,0,0,0,0
15171,1,18,12435.87,12.64401,0,64.38615,5980.119936,0,1,0,1,0,0,1,1,0,0,0,0,0
38383,3,47,11319.52,11.21614,0,47.11262,4733.327376,1,0,0,1,0,0,0,1,0,0,1,0,0
325,1,71,40647.66,11.06254,0,63.50859,5517.434596,0,1,0,1,0,0,1,0,1,0,0,1,0
471,0,28,18620.96,11.43176,0,67.61562,5852.816544,1,0,0,1,0,0,1,0,1,0,0,1,0
4442,0,32,27601.96,4.138782,0,71.24628,6211.505298,0,0,1,0,1,0,0,0,1,0,1,0,1
2841,3,35,33350.91,10.42876,1,52.53836,5431.77178,0,0,1,0,1,0,0,1,0,0,1,0,0
5490,1,36,20069.25,8.434356,0,58.13967,5624.550489,0,0,1,1,0,0,1,1,0,0,0,1,0
30305,0,49,38524.15,7.3642,0,41.27155,3550.827248,1,0,0,1,0,0,1,0,1,0,1,0,1
17448,3,28,86463.61,8.068417,1,61.91437,5392.876359,1,0,0,1,0,0,0,0,1,0,0,0,0
447,1,43,33465.9,11.64064,0,71.78213,6339.798083,1,0,0,0,1,0,0,0,0,1,1,0,0
650,0,35,37419.19,13.51278,0,51.74735,5181.433033,0,1,0,0,1,0,0,1,0,0,1,0,0
4395,0,70,37394.14,6.744374,0,67.16748,6185.878482,0,0,1,1,0,0,0,1,0,0,0,1,0
18894,4,42,52101.8,14.22446,1,49.75092,4387.374407,1,0,0,1,0,0,0,0,0,1,1,0,0
904,3,78,52128.79,10.16834,0,65.86516,5948.573891,0,1,0,1,0,0,0,0,1,0,0,0,1
970,1,32,12018.73,6.115577,0,46.86241,4346.289268,1,0,0,0,1,0,0,0,1,0,0,1,0
179,1,43,35583.03,4.84294,0,65.40232,5845.199618,1,0,0,1,0,0,0,0,0,1,1,0,0
20006,0,26,14472.75,6.067007,1,64.58418,5619.82827,1,0,0,1,0,0,0,0,1,0,0,0,0
94,3,37,38040.43,6.820744,0,53.08332,4823.231075,1,0,0,1,0,0,0,0,1,0,0,1,1
3060,6,18,44455.34,10.0165,1,71.91339,6957.206381,0,0,1,1,0,0,1,1,0,0,1,0,1
916,0,69,20507.78,11.76257,0,67.25763,5691.423795,0,0,1,0,1,0,0,0,1,0,0,0,1
1860,2,25,22427.56,6.547081,1,58.50824,5214.115508,0,0,1,1,0,0,0,0,1,0,0,1,0
4298,3,73,19839.22,8.779628,0,71.4622,6104.609294,1,0,0,1,0,0,0,0,1,0,1,1,1
2105,2,33,66681.76,8.687753,0,70.67499,6682.345453,1,0,0,1,0,0,0,1,0,0,0,0,0
1060,0,29,19153.42,14.63696,1,45.25561,3847.783663,0,1,0,1,0,0,0,0,1,0,0,0,0
15436,2,18,9037.43,6.715701,1,64.22099,5845.299468,1,0,0,0,1,0,0,0,0,1,0,1,0
522,2,55,9005.1,12.03702,1,70.2187,5866.278162,0,1,0,1,0,0,0,0,1,0,1,0,0
72479,1,83,2842.64,9.946927,0,47.81985,4262.753521,1,0,0,0,1,0,0,0,1,0,0,1,1
14942,0,37,29952.37,10.02423,1,68.28659,5633.460754,0,1,0,1,0,0,0,0,1,0,0,0,0
1626,0,87,50722.81,15.91057,0,71.5701,6328.049165,0,0,1,0,1,0,0,0,0,1,0,1,0
300,1,52,26270.48,8.541154,0,59.14141,5940.651428,0,0,1,0,1,0,0,1,0,0,1,1,0
14696,1,72,34995.55,13.09283,2,58.12044,5292.78252,0,1,0,0,1,0,0,0,1,0,1,0,0
14801,2,28,6057.28,11.32266,0,64.28134,5975.890408,0,1,0,0,1,0,1,0,1,0,0,0,0
5325,2,64,53254.75,9.496587,0,65.2394,5961.257871,0,0,1,1,0,0,0,0,1,0,1,0,0
46327,2,20,13880.01,9.423473,0,65.31873,6125.213003,0,0,1,1,0,0,0,0,1,0,0,1,0
2001,2,32,16592.28,14.92401,2,54.12731,5165.616078,1,0,0,1,0,0,0,0,1,0,1,1,0
613,3,33,39381.88,4.575053,0,40.73055,3847.123645,0,1,0,1,0,0,0,0,1,0,1,0,1
64,0,62,41287.82,9.953423,0,64.98884,6116.781073,0,0,1,0,1,0,0,1,0,0,0,1,0
1024,2,63,15263.96,11.16648,0,71.74549,6122.640412,1,0,0,0,1,0,0,0,1,0,1,0,0
45,2,76,32724.83,14.98822,2,65.9436,5787.413462,0,0,1,0,1,0,1,0,0,1,1,0,1
18272,0,31,19773.15,9.92043,0,51.54301,4950.103922,1,0,0,1,0,0,0,1,0,0,1,1,1
2301,1,23,2842.85,12.92581,2,71.13061,6104.598627,0,1,0,1,0,0,0,0,0,1,1,1,1
18185,3,86,11050.03,9.614348,1,62.4021,5737.637102,0,0,1,1,0,0,0,1,0,0,1,0,0
14657,4,33,64328.0,9.559166,0,66.17677,5923.952015,0,1,0,0,1,0,0,0,1,0,0,1,0
38335,0,32,49486.67,2.891818,0,66.81622,6551.623181,1,0,0,1,0,0,0,1,0,0,1,0,1
48775,4,86,74086.17,9.092182,1,47.65766,4439.207305,1,0,0,1,0,0,0,0,1,0,1,0,1
30274,0,67,27898.0,9.538151,0,66.01153,6398.595369,1,0,0,1,0,0,1,1,0,0,0,1,0
8335,0,37,6556.37,13.39001,1,64.62103,5748.202465,0,1,0,1,0,0,0,0,1,0,1,1,1
2057,1,62,76812.26,10.46668,2,65.64436,5455.249378,0,0,1,1,0,0,0,0,0,1,0,1,1
1153,0,58,8091.47,12.96581,1,61.91633,5531.341307,0,1,0,1,0,0,0,1,0,0,0,0,0
490,2,43,42589.53,5.287479,0,58.97078,5510.361577,1,0,0,0,1,0,0,0,0,1,0,0,0
801,2,69,6137.14,13.42559,0,65.45503,5430.052321,0,0,1,1,0,0,0,0,0,1,1,0,0
784,2,89,40648.31,6.181571,0,66.36071,5893.164803,0,1,0,1,0,0,0,0,0,1,1,1,1
121,1,57,27832.81,10.41254,1,69.91714,6373.012781,1,0,0,1,0,0,0,0,0,1,0,1,1
12802,3,29,28282.29,7.430044,1,49.86477,4798.189466,1,0,0,1,0,0,0,0,1,0,0,0,1
108,0,34,39933.37,12.19054,0,41.3275,4147.013836,0,0,1,1,0,0,1,0,1,0,1,1,1
1875,3,78,12246.0,7.698265,0,56.5003,5722.608267,0,0,1,0,1,0,1,1,0,0,0,1,0
45158,3,21,43915.04,11.12242,0,57.55841,5130.859668,0,0,1,1,0,0,0,0,1,0,1,0,0
13216,1,69,24650.65,5.923378,1,65.26459,6280.796851,0,0,1,1,0,0,0,1,0,0,0,0,1
6225,1,84,52506.62,8.832628,0,68.01321,6024.552428,0,1,0,1,0,0,0,0,0,1,0,0,1
450,4,22,73611.46,11.02579,0,69.05044,6064.179779,1,0,0,1,0,0,1,0,0,1,0,0,0
1284,5,77,41756.12,9.018827,0,68.90605,6904.05739,1,0,0,1,0,0,0,1,0,0,1,1,0
8230,1,73,6034.69,10.80599,0,70.33871,5718.68358,1,0,0,1,0,0,1,0,1,0,0,0,1
1635,1,79,6249.7,14.89202,1,59.27052,5899.700912,1,0,0,1,0,0,0,1,0,0,1,0,0
4308,3,37,61425.51,12.33669,0,36.88134,4180.404092,1,0,0,1,0,0,1,1,0,0,1,1,0
18,1,81,28379.08,12.93227,0,58.42671,5018.922157,1,0,0,1,0,0,0,0,1,0,1,0,0
3662,3,44,31722.2,11.29355,1,70.11539,6348.492212,0,1,0,0,1,0,0,1,0,0,0,0,0
1916,0,86,6757.33,8.179568,0,50.97055,4778.620483,0,1,0,1,0,0,0,1,0,0,1,0,1
5849,8,87,22635.96,16.00915,0,70.54541,6568.053155,0,1,0,1,0,0,0,1,0,0,0,0,0
392,0,24,4035.91,12.39438,0,62.91776,5507.18923,0,0,1,1,0,0,0,0,1,0,0,0,0
696,1,31,25263.19,10.9286,2,55.10455,5274.080857,0,1,0,0,1,0,0,0,1,0,1,0,0
751,1,83,12860.97,9.250737,0,70.39347,6266.666067,0,1,0,0,1,0,0,0,0,1,1,0,1
122,0,49,18911.43,13.97172,1,45.10633,4710.915257,0,0,1,0,1,0,1,1,0,0,0,0,1
1104,2,78,48688.3,13.19477,1,62.23238,5439.486404,0,0,1,1,0,0,0,0,1,0,0,1,0
1588,1,59,80149.29,12.49404,0,56.98279,5381.845958,0,1,0,1,0,0,0,0,1,0,0,1,1
2390,0,43,99932.29,8.162638,0,56.84758,5004.513585,1,0,0,0,1,0,0,0,0,1,0,1,0
39,2,22,28516.89,6.657538,0,49.59993,4480.828708,1,0,0,1,0,0,0,0,1,0,1,0,0
1567,0,35,25405.05,8.915517,1,57.89585,5128.90263,0,1,0,0,1,0,0,0,1,0,0,0,1
330,0,51,40225.9,9.984674,0,63.58391,5604.547333,0,1,0,0,1,0,0,0,0,1,0,1,0
3137,0,86,55580.57,10.55807,0,51.08011,4148.090988,0,1,0,1,0,0,0,0,1,0,0,1,0
899,3,46,13801.14,10.51378,0,53.79471,5181.030493,0,1,0,1,0,0,0,1,0,0,0,1,1
4066,0,51,61269.37,6.938827,0,53.06052,4967.50972,0,0,1,1,0,0,0,0,0,1,1,0,1
255,3,76,62939.99,8.593968,0,62.96952,5476.19566,0,1,0,0,1,0,1,0,1,0,1,0,0
3764,0,41,28238.85,6.940518,1,62.55541,5812.466707,1,0,0,0,1,0,0,1,0,0,1,0,0
276,3,80,31450.16,8.52111,1,68.31311,6210.2238,1,0,0,1,0,0,0,0,1,0,1,0,0
51082,4,66,16210.46,12.88184,0,59.39367,5339.490928,0,1,0,0,1,0,0,0,1,0,0,1,1
14634,1,66,35965.27,7.156605,0,63.98562,5449.052305,1,0,0,1,0,0,0,0,1,0,1,1,0
1057,0,41,9789.41,12.18386,0,55.58159,4665.934869,1,0,0,0,1,0,0,0,1,0,0,0,1
2275,3,51,76095.68,17.86153,0,52.21545,4533.343418,0,1,0,1,0,0,1,0,0,1,1,0,1
1939,1,32,90706.26,7.324302,1,53.61209,5134.60308,0,1,0,0,1,0,0,1,0,0,0,0,0
5428,3,27,29228.14,15.53974,0,50.54849,4452.333316,1,0,0,1,0,0,0,0,1,0,1,0,0
2068,3,46,43736.4,14.40171,0,62.33818,6201.935276,1,0,0,0,1,0,0,1,0,0,0,0,0
879,1,45,7071.85,11.68162,0,67.2599,6210.252604,1,0,0,0,1,0,1,1,0,0,0,0,0
33551,3,28,72549.36,11.42361,0,54.396,5189.736525,0,0,1,0,1,0,0,0,1,0,1,1,1
3934,1,89,54872.48,11.73944,0,54.53013,4745.853799,0,1,0,1,0,0,0,0,0,1,0,1,1
1166,0,57,65558.44,7.550212,0,40.32467,3629.658181,0,1,0,1,0,0,0,0,1,0,1,1,0
18869,0,52,19533.16,11.2113,1,67.58811,6144.675099,1,0,0,1,0,0,0,0,1,0,0,1,0
113,0,66,52985.04,7.899627,0,52.0997,4878.10553,0,0,1,0,1,0,0,1,0,0,1,0,1
28508,1,51,36262.17,11.10249,0,70.02925,6359.455223,0,0,1,0,1,0,0,0,1,0,0,0,0
581,2,20,29599.71,10.64008,2,62.2937,5896.135561,0,0,1,1,0,0,0,0,1,0,0,1,0
5005,2,65,28276.68,3.641921,0,69.97639,6188.586368,0,0,1,1,0,0,0,0,1,0,1,1,0
3263,2,83,16263.98,3.814618,1,56.09767,5286.98629,1,0,0,0,1,0,1,1,0,0,0,1,0
2841,5,73,41055.8,17.91239,2,48.92659,4888.511162,1,0,0,1,0,0,0,1,0,0,1,1,0
937,0,67,43750.86,9.685299,1,52.36016,4505.46376,0,1,0,1,0,0,1,0,1,0,0,0,1
27851,8,42,14578.27,13.07965,0,47.24188,4694.576597,0,1,0,1,0,0,0,0,1,0,0,0,1
1331,4,51,44318.03,10.71884,0,49.88118,4361.159098,1,0,0,0,1,0,0,0,0,1,1,0,1
32019,2,32,38806.49,7.708065,1,51.39351,4668.189279,0,1,0,0,1,0,0,0,1,0,0,1,1
29232,3,81,16134.75,9.704036,1,64.33331,5656.693914,1,0,0,0,1,0,0,0,0,1,1,1,0
165,2,89,24417.9,10.58549,0,58.06953,5026.193308,0,0,1,1,0,0,0,0,1,0,0,1,0
770,4,77,21887.88,7.792609,0,55.29166,5310.127657,0,0,1,0,1,0,0,1,0,0,0,0,0
331,2,79,15231.77,10.83194,1,68.82747,5920.786804,0,1,0,0,1,0,0,0,1,0,1,0,1
1224,0,59,44808.02,14.03414,0,68.26584,5729.894172,0,0,1,1,0,0,0,0,1,0,1,0,1
12562,1,81,89310.12,6.188606,1,58.42342,4805.808191,1,0,0,1,0,0,0,0,1,0,0,0,0
650,0,28,34629.11,12.56263,0,50.84495,4495.259979,0,1,0,0,1,0,0,0,1,0,0,1,0
40248,3,30,18998.58,12.63827,0,63.87305,5633.418217,0,0,1,0,1,0,0,0,1,0,0,0,1
62916,5,62,12154.87,11.51328,0,43.18866,4556.395722,0,1,0,0,1,0,0,1,0,0,1,1,0
4986,1,43,34164.73,15.53819,0,64.2522,5722.812198,1,0,0,0,1,0,1,0,0,1,1,0,0
1357,1,56,11397.14,7.839258,0,48.79391,4663.083428,0,1,0,1,0,0,0,1,0,0,0,1,0
2060,1,29,63363.51,9.781182,1,51.54883,5022.316317,0,0,1,1,0,0,0,1,0,0,0,0,0
1166,1,52,64756.4,10.377,0,70.24032,5847.100806,0,1,0,1,0,0,0,0,1,0,1,0,0
539,0,30,17666.42,14.54649,0,66.8616,6286.517671,0,0,1,0,1,0,0,1,0,0,1,1,0
5068,1,47,12116.02,12.60035,0,43.2029,4326.507187,0,0,1,0,1,0,1,1,0,0,0,0,0
3547,1,72,17974.85,8.951771,0,48.36469,4565.513222,0,0,1,1,0,0,0,1,0,0,0,0,0
15702,0,80,32843.32,11.46459,1,46.39161,3951.00192,0,1,0,0,1,0,0,0,0,1,1,0,1
2473,1,70,27246.52,8.203522,1,65.51344,5850.927531,1,0,0,1,0,0,0,0,1,0,1,1,0
24674,2,70,50998.03,10.65361,0,70.74092,6190.252926,0,1,0,0,1,0,0,0,1,0,0,1,0
7246,9,18,44682.25,11.90936,0,51.04299,5322.906337,0,0,1,0,1,0,0,0,1,0,0,1,1
5523,0,24,47522.52,6.506202,1,69.78016,6744.437459,1,0,0,1,0,0,0,1,0,0,0,0,0
2156,1,80,35866.89,11.24126,1,59.99904,5885.235129,0,1,0,1,0,0,0,1,0,0,1,0,1
15591,4,62,23498.57,5.625894,1,58.50038,5264.752684,1,0,0,1,0,0,0,0,1,0,1,1,0
3777,0,27,42924.08,13.62004,0,65.84668,5951.771265,0,1,0,1,0,0,0,1,0,0,1,0,0
1444,1,79,12434.17,8.820682,0,47.40865,4467.334158,0,0,1,0,1,0,0,0,0,1,1,0,0
10856,3,68,5512.35,8.677024,1,64.91404,5921.680845,0,1,0,1,0,0,0,1,0,0,0,1,0
3591,0,28,4241.63,10.55534,0,69.27282,6708.539556,0,0,1,1,0,0,0,1,0,0,0,0,0
1124,1,37,11320.55,9.650912,2,62.20392,5936.572086,0,1,0,1,0,0,0,1,0,0,1,1,1
104,0,20,8985.14,14.48734,2,63.07037,6316.02224,0,1,0,1,0,0,0,1,0,0,0,1,1
7147,3,85,39270.14,8.28654,0,41.54053,3710.298126,0,0,1,0,1,0,0,0,1,0,1,1,0
3515,0,72,6527.16,9.501931,0,55.27064,4606.446472,1,0,0,0,1,0,0,0,1,0,1,0,0
583,3,59,22445.76,6.958282,0,48.00544,4794.505137,0,0,1,0,1,0,0,1,0,0,1,0,0
19586,0,68,43854.96,12.84373,2,70.14056,6662.597959,0,1,0,0,0,1,0,1,0,0,1,0,0
41151,0,60,33554.51,10.92276,0,68.53399,5971.766968,0,0,1,0,1,0,0,0,1,0,1,0,1
17644,0,86,34511.01,13.28437,2,67.8068,6677.609286,1,0,0,0,1,0,1,1,0,0,1,1,0
2072,2,81,46320.17,13.4615,0,69.18745,6013.704356,0,0,1,0,1,0,0,0,0,1,1,0,0
18609,0,67,39372.66,8.519894,0,70.40235,6583.556553,1,0,0,1,0,0,0,1,0,0,0,0,1
513,10,36,15625.8,4.923851,1,58.17786,5515.361269,0,0,1,0,1,0,0,0,0,1,1,1,0
1074,0,53,73918.19,19.10781,1,55.78075,4638.586726,0,1,0,0,1,0,1,0,0,1,0,0,0
8284,0,77,57201.64,9.245218,0,68.9214,5785.96133,1,0,0,1,0,0,0,0,1,0,1,0,0
127,3,62,32213.28,9.770236,2,70.33868,6933.85068,1,0,0,1,0,0,0,1,0,0,1,1,0
19141,2,76,28039.99,8.029455,0,70.27195,6215.809536,0,1,0,1,0,0,0,0,1,0,1,1,0
26601,2,85,64849.52,6.613346,1,55.57772,4749.988334,1,0,0,1,0,0,0,0,0,1,0,0,0
9427,10,31,6814.71,10.28906,0,62.77522,6413.177133,1,0,0,1,0,0,0,1,0,0,1,1,1
20435,1,25,12097.74,13.72727,0,48.98259,4361.243355,1,0,0,0,1,0,0,0,1,0,1,1,0
33661,1,76,21066.44,12.31061,1,45.75966,4646.487467,0,0,1,1,0,0,0,1,0,0,0,1,0
1251,0,76,23274.77,7.933279,1,55.16171,4581.646496,0,1,0,1,0,0,1,0,1,0,1,0,1
40778,0,70,25666.63,7.008718,0,67.70405,6348.304776,0,1,0,1,0,0,0,1,0,0,0,0,0
246,4,61,23595.65,8.520883,0,63.78532,6133.741768,1,0,0,0,1,0,0,1,0,0,0,0,0
42614,7,89,14731.91,9.918598,0,39.52545,3807.283723,0,0,1,1,0,0,0,1,0,0,1,0,0
723,8,83,30885.95,7.30183,1,63.83787,6274.202037,0,0,1,0,1,0,0,1,0,0,0,1,0
8407,2,62,47333.98,8.772844,0,71.12765,6674.831266,0,1,0,0,1,0,1,1,0,0,0,0,1
3521,2,43,20496.34,7.476446,1,54.23761,4865.394915,1,0,0,0,1,0,1,0,0,1,0,0,1
367,1,57,51151.76,15.23668,1,61.08796,5765.465884,0,0,1,1,0,0,0,1,0,0,0,1,1
163,1,62,33446.77,11.10738,0,69.63521,5929.405615,0,0,1,1,0,0,1,0,1,0,1,1,1
11848,4,68,17235.3,6.936363,1,51.35655,4819.017885,1,0,0,1,0,0,0,0,1,0,0,0,0
1231,1,40,48168.63,6.238718,0,62.71297,5878.97721,0,1,0,1,0,0,0,1,0,0,1,0,0
34781,4,55,56225.75,10.09073,0,65.40394,5868.925353,1,0,0,0,1,0,0,0,0,1,0,1,1
